,Edition,Athlete,NOC,Medal
151,1900,"HALMAY, Zoltan",HUN,Bronze
152,1900,"JARVIS, John Arthur",GBR,Gold
153,1900,"WAHLE, Otto",AUT,Silver
154,1900,"DROST, Johannes",NED,Bronze
155,1900,"HOPPENBERG, Ernst",GER,Gold
156,1900,"RUBERL, Karl",AUT,Silver
157,1900,"RUBERL, Karl",AUT,Bronze
158,1900,"LANE, Frederick C.V.",AUS,Gold
159,1900,"HALMAY, Zoltan",HUN,Silver
160,1900,"KEMP, Peter",GBR,Bronze
161,1900,"LANE, Frederick C.V.",AUS,Gold
162,1900,"WAHLE, Otto",AUT,Silver
163,1900,HOUBEN,FRA,Bronze
164,1900,"LEUILLIEUX, Jean",FRA,Bronze
165,1900,"MARTIN, Louis",FRA,Bronze
166,1900,"MERCHEZ, Désiré",FRA,Bronze
167,1900,TARTARA,FRA,Bronze
168,1900,"FREY, Julius",GER,Gold
169,1900,"HAINLE, Max",GER,Gold
170,1900,"HOPPENBERG, Ernst",GER,Gold
171,1900,"SCHÖNE, Max",GER,Gold
172,1900,"VON PETERSDORFF, Herbert",GER,Gold
173,1900,BERTRAND,FRA,Silver
174,1900,CADET,FRA,Silver
175,1900,"HOCHEPIED, Maurice",FRA,Silver
176,1900,"HOCHEPIED, Victor",FRA,Silver
177,1900,VERBECKE,FRA,Silver
178,1900,"MARTIN, Louis",FRA,Bronze
179,1900,"JARVIS, John Arthur",GBR,Gold
180,1900,"HALMAY, Zoltan",HUN,Silver
181,1900,"LYKKEBERG, Peder",DEN,Bronze
182,1900,"DE VENDEVILLE, Charles",FRA,Gold
183,1900,"SIX, André",FRA,Silver
184,1900,"BURGESS, Thomas",FRA,Bronze
185,1900,COULON,FRA,Bronze
186,1900,"DECUYPER, Alphonse",FRA,Bronze
187,1900,DEVENOT,FRA,Bronze
188,1900,FARDELLE,FRA,Bronze
189,1900,FAVIER,FRA,Bronze
190,1900,"LAUFRAY, Louis",FRA,Bronze
191,1900,LERICHE,FRA,Bronze
192,1900,"MARTIN, Louis",FRA,Bronze
193,1900,"MERCHEZ, Désiré",FRA,Bronze
194,1900,"PESLIER, Henri",FRA,Bronze
195,1900,PESLOY,FRA,Bronze
196,1900,"TREFFEL, Charles",FRA,Bronze
197,1900,"VASSEUR, Paul",FRA,Bronze
198,1900,"COE, Thomas",GBR,Gold
199,1900,"DERBYSHIRE, John Henry",GBR,Gold
200,1900,"KEMP, Peter",GBR,Gold
201,1900,"LISTER, William",GBR,Gold
202,1900,"ROBERTSON, Arthur",GBR,Gold
203,1900,"ROBINSON, Eric",GBR,Gold
204,1900,"WILKINSON, George",GBR,Gold
205,1900,"COHEN, Henri",BEL,Silver
206,1900,"DE BACKER, Jean",BEL,Silver
207,1900,"DE BEHR, Victor",BEL,Silver
208,1900,"FEYAERTS, Fernand",BEL,Silver
209,1900,"GREGOIRE, Oscar",BEL,Silver
210,1900,"MICHANT, Albert",BEL,Silver
211,1900,"SONNEMANS, Victor",BEL,Silver
212,1900,"PETIT, Charles Frédéric",FRA,Bronze
213,1900,"VAN INNIS, Hubert",BEL,Gold
214,1900,"THIBAUD, Victor",FRA,Silver
215,1900,"MERCIER, Emile",FRA,Bronze
216,1900,"MOUGIN, Eugène",FRA,Gold
217,1900,"HELLE, Henri",FRA,Silver
218,1900,"PETIT, Charles Frédéric",FRA,Bronze
219,1900,"VAN INNIS, Hubert",BEL,Gold
220,1900,"THIBAUD, Victor",FRA,Silver
221,1900,"FISSEUX, Emile",FRA,Bronze
222,1900,"HEROUIN, Henri",FRA,Gold
223,1900,"VAN INNIS, Hubert",BEL,Silver
224,1900,"FOULON, Emmanuel",BEL,Gold
225,1900,"DRUART, Jr.",BEL,Silver
226,1900,"SERRURIER, Auguste",FRA,Silver
227,1900,"GLINEUX, Louis",BEL,Bronze
228,1900,"GRUMIAUX, Emile",FRA,Gold
229,1900,"SERRURIER, Auguste",FRA,Silver
230,1900,"ROWLEY, Stanley",AUS,Bronze
231,1900,"JARVIS, Francis",USA,Gold
232,1900,"TEWKSBURY, Walter B. John",USA,Silver
233,1900,"MOLONEY, Frederick",USA,Bronze
234,1900,"KRAENZLEIN, Alvin",USA,Gold
235,1900,"MCLEAN, John",USA,Silver
236,1900,"BRAY, John",USA,Bronze
237,1900,"BENNETT, Charles",GBR,Gold
238,1900,"DELOGE, Henri",FRA,Silver
239,1900,"ROWLEY, Stanley",AUS,Bronze
240,1900,"TEWKSBURY, Walter B. John",USA,Gold
241,1900,"PRITCHARD, Norman",IND,Silver
242,1900,"TEWKSBURY, Walter B. John",USA,Bronze
243,1900,"KRAENZLEIN, Alvin",USA,Gold
244,1900,"PRITCHARD, Norman",IND,Silver
245,1900,"CHASTANIE, Jacques",FRA,Bronze
246,1900,"ORTON, George",CAN,Gold
247,1900,"ROBINSON, Sidney",GBR,Silver
248,1900,"ROBINSON, Sidney",GBR,Bronze
249,1900,"RIMMER, John",GBR,Gold
250,1900,"BENNETT, Charles",GBR,Silver
251,1900,"SCHULTZ, Ernst",DEN,Bronze
252,1900,"LONG, Maxwell W.Maxey",USA,Gold
253,1900,"HOLLAND, William",USA,Silver
254,1900,"ORTON, George",CAN,Bronze
255,1900,"TEWKSBURY, Walter B. John",USA,Gold
256,1900,"TAUZIN, Henri",FRA,Silver
257,1900,"BENNETT, Charles",ZZX,Gold
258,1900,"RIMMER, John",ZZX,Gold
259,1900,"ROBINSON, Sidney",ZZX,Gold
260,1900,"ROWLEY, Stanley",ZZX,Gold
261,1900,"TYSOE, Alfred",ZZX,Gold
262,1900,"CASTANET, André",FRA,Silver
263,1900,"CHAMPOUDRY, Michel",FRA,Silver
264,1900,"CHASTANIE, Jacques",FRA,Silver
265,1900,"DELOGE, Henri",FRA,Silver
266,1900,"RAGUENEAU, Gaston",FRA,Silver
267,1900,"ROWLEY, Stanley",AUS,Bronze
268,1900,"KRAENZLEIN, Alvin",USA,Gold
269,1900,"TEWKSBURY, Walter B. John",USA,Silver
270,1900,"HALL, David",USA,Bronze
271,1900,"TYSOE, Alfred",GBR,Gold
272,1900,"CREGAN, John",USA,Silver
273,1900,"SHELDON, Richard",USA,Bronze
274,1900,"BAUER, Rudolf",HUN,Gold
275,1900,"JANDA, Frantisek",BOH,Silver
276,1900,"MCCRACKEN, Josiah",USA,Bronze
277,1900,"FLANAGAN, John Jesus",USA,Gold
278,1900,"HARE, Thomas Truxton",USA,Silver
279,1900,"GÖNCZY, Lajos",HUN,Bronze
280,1900,"BAXTER, Irving",USA,Gold
281,1900,"LEAHY, Patrick Joseph",GBR,Silver
282,1900,"SHELDON, Lewis Pendleton",USA,Bronze
283,1900,"EWRY, Ray",USA,Gold
284,1900,"BAXTER, Irving",USA,Silver
285,1900,"LEAHY, Patrick Joseph",GBR,Bronze
286,1900,"KRAENZLEIN, Alvin",USA,Gold
287,1900,"PRINSTEIN, Meyer",USA,Silver
288,1900,"TORCHEBOEUF, Emile",FRA,Bronze
289,1900,"EWRY, Ray",USA,Gold
290,1900,"BAXTER, Irving",USA,Silver
291,1900,"FAST, Ernst",SWE,Bronze
292,1900,"THEATO, Michel",FRA,Gold
293,1900,"CHAMPION, Emile",FRA,Silver
294,1900,"ANDERSEN, Carl Albert",NOR,Bronze
295,1900,"BAXTER, Irving",USA,Gold
296,1900,"COLKETT, Meredith Bright",USA,Silver
297,1900,"GARRETT, Robert",USA,Bronze
298,1900,"SHELDON, Richard",USA,Gold
299,1900,"MCCRACKEN, Josiah",USA,Silver
300,1900,"SHELDON, Lewis Pendleton",USA,Bronze
301,1900,"PRINSTEIN, Meyer",USA,Gold
302,1900,"CONNOLLY, James",USA,Silver
303,1900,"GARRETT, Robert",USA,Bronze
304,1900,"EWRY, Ray",USA,Gold
305,1900,"BAXTER, Irving",USA,Silver
306,1900,"De AMEZOLA y ASPIZUA, José",ESP,Gold
307,1900,"VILLOTA BAQUIOLA, Francisco",ESP,Gold
308,1900,"DURQUETTY, Maurice",FRA,Silver
309,1900,ETCHEGARAY,FRA,Silver
