,Edition,Athlete,NOC,Medal
5714,1932,"KURTZ, Frank Allen",USA,Bronze
5715,1932,"SMITH, Harold Edwin",USA,Gold
5716,1932,"GALITZEN, Michael Riley",USA,Silver
5717,1932,"ROPER, Marion Dale",USA,Bronze
5718,1932,"POYNTON-HILL, Dorothy",USA,Gold
5719,1932,"COLEMAN, Georgia V.",USA,Silver
5720,1932,"DEGENER, Richard Kempster",USA,Bronze
5721,1932,"GALITZEN, Michael Riley",USA,Gold
5722,1932,"SMITH, Harold Edwin",USA,Silver
5723,1932,"FAUNTZ, Jane",USA,Bronze
5724,1932,"COLEMAN, Georgia V.",USA,Gold
5725,1932,"RAWLS, Katherine Louise",USA,Silver
5726,1932,"KAWATSU, Kentaro",JPN,Bronze
5727,1932,"KIYOKAWA, Masaji",JPN,Gold
5728,1932,"IRIYE, Toshio",JPN,Silver
5729,1932,"DAVIES, Elizabeth Valerie",GBR,Bronze
5730,1932,"HOLM, Eleanor",USA,Gold
5731,1932,"MEALING, Philomenia Alecia",AUS,Silver
5732,1932,"SCHWARTZ, Albert",USA,Bronze
5733,1932,"MIOYAZAKI, Yasuji",JPN,Gold
5734,1932,"KAWAISHI, Tatsugo",JPN,Silver
5735,1932,"SAVILLE, Eleanor",USA,Bronze
5736,1932,"MADISON, Helene",USA,Gold
5737,1932,"DEN OUDEN, Willemyntje (Willy)",NED,Silver
5738,1932,"CRISTY, James Crapo Jr.",USA,Bronze
5739,1932,"KITAMURA, Kusuo",JPN,Gold
5740,1932,"MAKINO, Shozo",JPN,Silver
5741,1932,"YLDEFONSO, Teofilo",PHI,Bronze
5742,1932,"TSURUTA, Yoshiyuki",JPN,Gold
5743,1932,"KOIKE, Reizo",JPN,Silver
5744,1932,"JACOBSEN, Else Agnes Ella",DEN,Bronze
5745,1932,"DENNIS, Clare",AUS,Gold
5746,1932,"MAEHATA, Hideko",JPN,Silver
5747,1932,"OYOKOTA, Tsutomu",JPN,Bronze
5748,1932,"CRABBE, Clarence",USA,Gold
5749,1932,"TARIS, Jean",FRA,Silver
5750,1932,"MAAKAL, Jenny",RSA,Bronze
5751,1932,"MADISON, Helene",USA,Gold
5752,1932,"KIGHT-WINGARD, Lenore",USA,Silver
5753,1932,"COOPER, Margaret Joyce",GBR,Bronze
5754,1932,"DAVIES, Elizabeth Valerie",GBR,Bronze
5755,1932,"HUGHES, Edna Tildesley",GBR,Bronze
5756,1932,"VARCOE, Helen Gradwell",GBR,Bronze
5757,1932,"JOHNS, Helen Eileen",USA,Gold
5758,1932,"MADISON, Helene",USA,Gold
5759,1932,"MCKIM, Josephine E.",USA,Gold
5760,1932,"SAVILLE, Eleanor",USA,Gold
5761,1932,"DEN OUDEN, Willemyntje (Willy)",NED,Silver
5762,1932,"LADDE, Cornelia",NED,Silver
5763,1932,"OVERSLOOT, Maria Petronella",NED,Silver
5764,1932,"VIERDAG, Maria",NED,Silver
5765,1932,"BARANY, Istvan",HUN,Bronze
5766,1932,"SZABADOS, László",HUN,Bronze
